Name,reading,time
HBR.VEY657202_02.PZ.X,55.3239555,4:07:43 AM
HBR.VEY657202_02.PZ.X,55.90991,4:07:47 AM
HBR.VEY657202_02.PZ.X,53.43791,4:07:53 AM
HBR.VEY657202_02.PZ.X,52.4674225,4:07:57 AM
HBR.VEY657202_02.PZ.X,52.66274,4:08:03 AM
HBR.VEY657202_02.PZ.X,52.3697624,4:08:07 AM
HBR.VEY657202_02.PZ.X,53.14493,4:08:13 AM
HBR.VEY657202_02.PZ.X,51.594593,4:08:17 AM
HBR.VEY657202_02.PZ.X,54.16425,4:08:23 AM
HBR.VEY657202_02.PZ.X,54.4999542,4:08:27 AM
HBR.VEY657202_02.PZ.X,55.2324,4:08:33 AM
HBR.VEY657202_02.PZ.X,55.714592,4:08:43 AM
HBR.VEY657202_02.PZ.X,54.11542,4:08:47 AM
HBR.VEY657202_02.PZ.X,53.38908,4:08:53 AM
HBR.VEY657202_02.PZ.X,55.6169319,4:09:03 AM
HBR.VEY657202_02.PZ.X,55.51927,4:09:07 AM
HBR.VEY657202_02.PZ.X,56.00757,4:09:13 AM
HBR.VEY657202_02.PZ.X,56.147953,4:09:17 AM
HBR.VEY657202_02.PZ.X,55.6169319,4:09:23 AM
HBR.VEY657202_02.PZ.X,56.29444,4:09:27 AM
HBR.VEY657202_02.PZ.X,55.51927,4:09:33 AM
HBR.VEY657202_02.PZ.X,54.8417625,4:09:40 AM
HBR.VEY657202_02.PZ.X,54.3107376,4:09:43 AM
HBR.VEY657202_02.PZ.X,54.16425,4:09:47 AM
HBR.VEY657202_02.PZ.X,52.9496155,4:09:53 AM
HBR.VEY657202_02.PZ.X,53.43791,4:09:57 AM
